announcement_code,title,contract_symbol,base_symbol,listing_type,margin_type,product_variant,asset_type,launch_stage,published_at,launch_time,underlying,settlement_asset,maximum_leverage,capped_funding_rate,funding_interval,tick_size,min_trade_amount,min_notional_value,trading_hours,project_info,trade_url,announcement_url
84ad610bdd284699bc451b7baaa0ff7d,Binance Futures Will Launch Multiple USDⓈ-Margined TradFi Perpetual Contracts (2026-07-09),BNCUSDT,BNC,perpetual,USDⓈ-M,,股票,standard,2026-07-09T10:15:09.544000Z,2026-07-09T14:25:00Z,CEA Industries Inc (Nasdaq: BNC),USDT,10x,+2.00% / -2.00%,Every Eight Hours,0.001,0.01 BNC,5 USDT,24/7,BNCUSDT Perpetual Contract tracks the price of CEA Industries Inc (Nasdaq: BNC).,https://www.binance.com/en/futures/BNCUSDT,https://www.binance.com/en/support/announcement/detail/84ad610bdd284699bc451b7baaa0ff7d
84ad610bdd284699bc451b7baaa0ff7d,Binance Futures Will Launch Multiple USDⓈ-Margined TradFi Perpetual Contracts (2026-07-09),XBIUSDT,XBI,perpetual,USDⓈ-M,,股票,standard,2026-07-09T10:15:09.544000Z,2026-07-09T14:20:00Z,State Street SPDR S&P Biotech ETF (NYSE Arca: XBI),USDT,25x,+2.00% / -2.00%,Every Eight Hours,0.01,0.01 XBI,5 USDT,24/7,State Street SPDR S&P Biotech ETF tracks the biotechnology segment of the S&P Total Market Index (“S&P TMI”).,https://www.binance.com/en/futures/XBIUSDT,https://www.binance.com/en/support/announcement/detail/84ad610bdd284699bc451b7baaa0ff7d
84ad610bdd284699bc451b7baaa0ff7d,Binance Futures Will Launch Multiple USDⓈ-Margined TradFi Perpetual Contracts (2026-07-09),SNXXUSDT,SNXX,perpetual,USDⓈ-M,,股票,standard,2026-07-09T10:15:09.544000Z,2026-07-09T14:15:00Z,Tradr 2X Long SNDK Daily ETF (NYSE Arca: SNXX),USDT,25x,+2.00% / -2.00%,Every Eight Hours,0.01,0.01 SNXX,5 USDT,24/7,Tradr 2X Long SNDK Daily ETF provides 2x daily leveraged exposure to Sandisk Corp.,https://www.binance.com/en/futures/SNXXUSDT,https://www.binance.com/en/support/announcement/detail/84ad610bdd284699bc451b7baaa0ff7d
84ad610bdd284699bc451b7baaa0ff7d,Binance Futures Will Launch Multiple USDⓈ-Margined TradFi Perpetual Contracts (2026-07-09),INTWUSDT,INTW,perpetual,USDⓈ-M,,股票,standard,2026-07-09T10:15:09.544000Z,2026-07-09T14:10:00Z,GraniteShares 2x Long INTC Daily ETF (Nasdaq: INTW),USDT,25x,+2.00% / -2.00%,Every Eight Hours,0.01,0.01 INTW,5 USDT,24/7,GraniteShares 2x Long INTC Daily ETF provides 2x daily leveraged exposure to Intel Corporation.,https://www.binance.com/en/futures/INTWUSDT,https://www.binance.com/en/support/announcement/detail/84ad610bdd284699bc451b7baaa0ff7d
84ad610bdd284699bc451b7baaa0ff7d,Binance Futures Will Launch Multiple USDⓈ-Margined TradFi Perpetual Contracts (2026-07-09),WENUSDT,WEN,perpetual,USDⓈ-M,,股票,standard,2026-07-09T10:15:09.544000Z,2026-07-09T14:05:00Z,Wendy's Company (The) Common Stock (Nasdaq: WEN),USDT,25x,+2.00% / -2.00%,Every Eight Hours,0.01,0.01 WEN,5 USDT,24/7,WENUSDT Perpetual Contract tracks the price of Wendy's Company (The) Common Stock (Nasdaq: WEN).,https://www.binance.com/en/futures/WENUSDT,https://www.binance.com/en/support/announcement/detail/84ad610bdd284699bc451b7baaa0ff7d
84ad610bdd284699bc451b7baaa0ff7d,Binance Futures Will Launch Multiple USDⓈ-Margined TradFi Perpetual Contracts (2026-07-09),BOTUSDT,BOT,perpetual,USDⓈ-M,,股票,standard,2026-07-09T10:15:09.544000Z,2026-07-09T14:00:00Z,"RoboStrategy, Inc. Common Stock (Nasdaq: BOT)",USDT,25x,+2.00% / -2.00%,Every Eight Hours,0.01,0.01 BOT,5 USDT,24/7,"BOTUSDT Perpetual Contract tracks the price of RoboStrategy, Inc. Common Stock (Nasdaq: BOT).",https://www.binance.com/en/futures/BOTUSDT,https://www.binance.com/en/support/announcement/detail/84ad610bdd284699bc451b7baaa0ff7d
98d978c5630041c49a6bd317daa791e8,Binance Futures Will Launch USDⓈ-Margined DATAIPUSDT and DATAIPUSDC Perpetual Contracts (2026-07-03),DATAIPUSDC,DATAIP,perpetual,USDⓈ-M,,加密资产,standard,2026-07-03T05:30:27.549000Z,2026-07-03T06:50:00Z,DATAIP (Data Network) *DATAIP was previously traded as IP (Story Protocol).,USDC,20x,+2.00% / -2.00%,Every Four Hours,0.0001,1 DATAIP,5 USDC,24/7,"The DATA Network is the open protocol where real human data is sourced, proven, and processed to train the world’s leading AI models.",https://www.binance.com/en/futures/DATAIPUSDC,https://www.binance.com/en/support/announcement/detail/98d978c5630041c49a6bd317daa791e8
98d978c5630041c49a6bd317daa791e8,Binance Futures Will Launch USDⓈ-Margined DATAIPUSDT and DATAIPUSDC Perpetual Contracts (2026-07-03),DATAIPUSDT,DATAIP,perpetual,USDⓈ-M,,加密资产,standard,2026-07-03T05:30:27.549000Z,2026-07-03T06:45:00Z,DATAIP (Data Network) *DATAIP was previously traded as IP (Story Protocol).,USDT,20x,+2.00% / -2.00%,Every Four Hours,0.0001,1 DATAIP,5 USDT,24/7,"The DATA Network is the open protocol where real human data is sourced, proven, and processed to train the world’s leading AI models.",https://www.binance.com/en/futures/DATAIPUSDT,https://www.binance.com/en/support/announcement/detail/98d978c5630041c49a6bd317daa791e8
23c9b8e88309409cbcd8509af0b78d10,Binance Futures Will Launch USDⓈ-Margined ETHUSD1 Perpetual Contract (2026-07-03),ETHUSD1,ETH,perpetual,USDⓈ-M,,加密资产,standard,2026-07-02T10:45:04.900000Z,2026-07-03T09:00:00Z,ETH (Ethereum),USD1 (WORLD LIBERTY FINANCIAL USD),100x,0.375% / -0.375%,Every Eight Hours,0.01,0.001 ETH,5 USD1,24/7,"Ethereum is a decentralized open-source blockchain system that features its own cryptocurrency, Ether. ETH works as a platform for numerous other cryptocurrencies, as well as for the execution of decentralized smart contracts.",https://www.binance.com/en/futures/ETHUSD1,https://www.binance.com/en/support/announcement/detail/23c9b8e88309409cbcd8509af0b78d10
d2acaa91c14e4cc598aaee1017efc1ac,Binance Futures Will Launch Multiple USDⓈ-Margined TradFi Perpetual Contracts (2026-07-02),BSPUSDT,BSP,perpetual,USDⓈ-M,,股票,standard,2026-07-02T08:15:08.049000Z,2026-07-02T09:50:00Z,Bending Spoons S.p.A. Common Stock (Nasdaq: BSP),USDT,25x,+2.00% / -2.00%,Every Eight Hours,0.01,0.01 BSP,5 USDT,24/7,BSPUSDT Perpetual Contract tracks the price of Bending Spoons S.p.A. Common Stock (Nasdaq: BSP).,https://www.binance.com/en/futures/BSPUSDT,https://www.binance.com/en/support/announcement/detail/d2acaa91c14e4cc598aaee1017efc1ac
d2acaa91c14e4cc598aaee1017efc1ac,Binance Futures Will Launch Multiple USDⓈ-Margined TradFi Perpetual Contracts (2026-07-02),KSTRUSDT,KSTR,perpetual,USDⓈ-M,,股票,standard,2026-07-02T08:15:08.049000Z,2026-07-02T09:45:00Z,KraneShares SSE STAR Market 50 Index ETF (NYSE Arca: KSTR),USDT,25x,+2.00% / -2.00%,Every Eight Hours,0.01,0.01 KSTR,5 USDT,24/7,"KSTR tracks the SSE Science and Technology Innovation Board 50 Index, which consists of the 50 largest technology and innovation-focused companies listed on the Shanghai Stock Exchange (SSE).",https://www.binance.com/en/futures/KSTRUSDT,https://www.binance.com/en/support/announcement/detail/d2acaa91c14e4cc598aaee1017efc1ac
d2acaa91c14e4cc598aaee1017efc1ac,Binance Futures Will Launch Multiple USDⓈ-Margined TradFi Perpetual Contracts (2026-07-02),TTWOUSDT,TTWO,perpetual,USDⓈ-M,,股票,standard,2026-07-02T08:15:08.049000Z,2026-07-02T09:40:00Z,"Take-Two Interactive Software, Inc. Common Stock (Nasdaq: TTWO)",USDT,25x,+2.00% / -2.00%,Every Eight Hours,0.01,0.01 TTWO,5 USDT,24/7,"TTWOUSDT Perpetual Contract tracks the price of Take-Two Interactive Software, Inc. Common Stock (Nasdaq: TTWO).",https://www.binance.com/en/futures/TTWOUSDT,https://www.binance.com/en/support/announcement/detail/d2acaa91c14e4cc598aaee1017efc1ac
d2acaa91c14e4cc598aaee1017efc1ac,Binance Futures Will Launch Multiple USDⓈ-Margined TradFi Perpetual Contracts (2026-07-02),TERUSDT,TER,perpetual,USDⓈ-M,,股票,standard,2026-07-02T08:15:08.049000Z,2026-07-02T09:35:00Z,"Teradyne, Inc. Common Stock (Nasdaq: TER)",USDT,25x,+2.00% / -2.00%,Every Eight Hours,0.01,0.01 TER,5 USDT,24/7,"TERUSDT Perpetual Contract tracks the price of Teradyne, Inc. Common Stock (Nasdaq: TER).",https://www.binance.com/en/futures/TERUSDT,https://www.binance.com/en/support/announcement/detail/d2acaa91c14e4cc598aaee1017efc1ac
d2acaa91c14e4cc598aaee1017efc1ac,Binance Futures Will Launch Multiple USDⓈ-Margined TradFi Perpetual Contracts (2026-07-02),FLEXUSDT,FLEX,perpetual,USDⓈ-M,,股票,standard,2026-07-02T08:15:08.049000Z,2026-07-02T09:30:00Z,Flex Ltd. Ordinary Shares (Nasdaq: FLEX),USDT,25x,+2.00% / -2.00%,Every Eight Hours,0.01,0.01 FLEX,5 USDT,24/7,FLEXUSDT Perpetual Contract tracks the price of Flex Ltd. Ordinary Shares (Nasdaq: FLEX).,https://www.binance.com/en/futures/FLEXUSDT,https://www.binance.com/en/support/announcement/detail/d2acaa91c14e4cc598aaee1017efc1ac
d2acaa91c14e4cc598aaee1017efc1ac,Binance Futures Will Launch Multiple USDⓈ-Margined TradFi Perpetual Contracts (2026-07-02),TXNUSDT,TXN,perpetual,USDⓈ-M,,股票,standard,2026-07-02T08:15:08.049000Z,2026-07-02T09:25:00Z,Texas Instruments Incorporated Common Stock (Nasdaq: TXN),USDT,25x,+2.00% / -2.00%,Every Eight Hours,0.01,0.01 TXN,5 USDT,24/7,TXNUSDT Perpetual Contract tracks the price of Texas Instruments Incorporated Common Stock (Nasdaq: TXN).,https://www.binance.com/en/futures/TXNUSDT,https://www.binance.com/en/support/announcement/detail/d2acaa91c14e4cc598aaee1017efc1ac
d2acaa91c14e4cc598aaee1017efc1ac,Binance Futures Will Launch Multiple USDⓈ-Margined TradFi Perpetual Contracts (2026-07-02),CATUSDT,CAT,perpetual,USDⓈ-M,,股票,standard,2026-07-02T08:15:08.049000Z,2026-07-02T09:20:00Z,"Caterpillar, Inc. Common Stock (NYSE: CAT)",USDT,25x,+2.00% / -2.00%,Every Eight Hours,0.01,0.01 CAT,5 USDT,24/7,"CATUSDT Perpetual Contract tracks the price of Caterpillar, Inc. Common Stock (NYSE: CAT).",https://www.binance.com/en/futures/CATUSDT,https://www.binance.com/en/support/announcement/detail/d2acaa91c14e4cc598aaee1017efc1ac
d2acaa91c14e4cc598aaee1017efc1ac,Binance Futures Will Launch Multiple USDⓈ-Margined TradFi Perpetual Contracts (2026-07-02),STRCUSDT,STRC,perpetual,USDⓈ-M,,股票,standard,2026-07-02T08:15:08.049000Z,2026-07-02T09:15:00Z,Strategy Inc Variable Rate Series A Perpetual Stretch Preferred Stock (Nasdaq: STRC),USDT,25x,+2.00% / -2.00%,Every Eight Hours,0.01,0.01 STRC,5 USDT,24/7,STRCUSDT Perpetual Contract tracks the price of Strategy Inc Variable Rate Series A Perpetual Stretch Preferred Stock (Nasdaq: STRC).,https://www.binance.com/en/futures/STRCUSDT,https://www.binance.com/en/support/announcement/detail/d2acaa91c14e4cc598aaee1017efc1ac
3da0bd5b07bf497db5788fed38d478b0,"Binance Will Add Gram (GRAM) on Earn, Buy Crypto, Convert, VIP Loan, Margin & Futures",GRAMUSDT,GRAM,perpetual,USDⓈ-M,,加密资产,standard,2026-07-02T07:45:17.244000Z,2026-07-02T08:00:00Z,Gram (GRAM),USDT,50x,+2.00% / -2.00%,Every Four Hours,0.001,0.1 GRAM,5 USDT,24/7,,https://www.binance.com/en/futures/GRAMUSDT,https://www.binance.com/en/support/announcement/detail/3da0bd5b07bf497db5788fed38d478b0
